7401,Buton
7401050,Lasalimu
7401050016,Wasuamba
7401050019,Bonelalo
7401050020,Lasembangi
7401050021,Kamaru
7401050022,Suandala
7401050023,Lawele
7401050024,Kakenauwe
7401050025,Waoleona
7401050026,Wagari
7401050027,Sribatara
7401050028,Togomangura
7401050029,Wasambaa
7401050030,Talaga Baru
7401050031,Nambo
7401050032,Benteng
7401051,Lasalimu Selatan
7401051008,Ambuau Indah
7401051009,Mopaano
7401051010,Umalaoge
7401051011,Kinapani Makmur
7401051012,Lasalimu
7401051013,Siomanuru
7401051014,Siontapina
7401051015,Wajah Jaya
7401051016,Mulya Jaya
7401051017,Harapan Jaya
7401051018,Sangia Arano
7401051019,Mega Bahari
7401051020,Sumber Agung
7401051021,Ambuau Togo
7401051022,Balimu
7401051023,Rejo Sari
7401052,Siotapina
7401052001,Walompo
7401052002,Matanauwe
7401052003,Sampuabalo
7401052004,Kuraa
7401052005,Kumbewaha
7401052006,Sumber Sari
7401052007,Labuandiri
7401052008,Karya Jaya
7401052009,Manuru
7401052010,Bahari Makmur
7401052011,Gunung Jaya
7401060,Pasar Wajo
7401060006,Kondowa
7401060007,Dongkala
7401060008,Holimombo
7401060009,Takimpo
7401060010,Kombeli
7401060011,Awainulu
7401060012,Laburunci
7401060013,Banabungi
7401060014,Kambulabulana
7401060015,Pasarwajo
7401060016,Saragi
7401060017,Kaongkeongkea
7401060018,Waangu-angu
7401060019,Warinta
7401060020,Lapodi
7401060021,Wakoko
7401060022,Wasaga
7401060023,Kancinaa
7401060024,Winning
7401060029,Holimombo Jaya
7401060030,Kabawokole
7401060031,Mantowu
7401061,Wolowa
7401061025,Kaumbu
7401061026,Wolowa
7401061027,Matawia
7401061028,Wolowa Baru
7401061029,Suka Maju
7401061030,Galanti
7401061031,Bungi
7401062,Wabula
7401062001,Wasuemba
7401062002,Wabula
7401062003,Wasampela
7401062004,Holimombo
7401062005,Koholimombona
7401062006,Wabula Satu
7401062007,Bajo Bahari
7401110,Kapontori
7401110001,Barangka
7401110002,Wakalambe
7401110003,Boneatiro
7401110004,Lambusango
7401110005,Watumotobe
7401110006,Waondo Wolio
7401110007,Wakangka
7401110008,Tuangila
7401110009,Bukit Asri
7401110010,Todanga
7401110011,Lambusango Timur
7401110012,Kamelanta
7401110013,Mabulugo
7401110014,Wambulu
7401110015,Wakuli
7401110016,Tumada
7401110017,Boneatiro Barat
7402,Muna
7402010,Tongkuno
7402010006,Lapadindi
7402010007,Tanjung
7402010008,Oempu
7402010011,Lahontohe
7402010012,Matano Oe
7402010013,Fongkaniwa
7402010014,Tombula
7402010015,Danagoa
7402010016,Lamorende
7402010017,Kontumolepe
7402010018,Lakologou
7402010019,Up. Wuna
7402011,Tongkuno Selatan
7402011001,Kulidawa
7402011002,Wale-ale
7402011003,Labasa
7402011004,Lawama
7402011005,Watondo
7402011006,Lianosa
7402020,Parigi
7402020010,Warambe
7402020011,Walambeno Wite
7402020012,Wakumoro
7402020013,Wakumoro
7402020014,Kolasa
7402020015,Parigi
7402020016,Wasolangka
7402020017,Wapuale
7402020018,Labulu-bulu
7402020019,Latampu
7402020020,Laiba
7402021,Bone
7402021006,Bone Tondo
7402021007,Bone Lolibu
7402021008,Bhone Kainsetala
7402021011,Matombura
7402021012,Oelongko
7402022,Marobo
7402022001,Pasikuta
7402022002,Tapi-tapi
7402022003,Marobo
7402022004,Wadolao
7402022005,Poaroha
7402030,Kabawo
7402030001,Kawite Wite
7402030002,Lamanu
7402030003,Wantiworo
7402030004,Kasaka
7402030005,Lamaeo
7402030006,Kontumere
7402030007,Kambawuna
7402030008,Laimpi
7402030009,Bente
7402030010,R A N G K A
7402030019,Bea
7402031,Kabangka
7402031001,Komba-komba
7402031002,Oensuli
7402031003,Kabangka
7402031004,Sarimulyo
7402031005,Wakobalu Agung
7402031006,Wansugi
7402031007,Wataliku
7402031008,Lakandito
7402031009,Lupia
7402032,Kontukowuna
7402032001,Lahorio
7402032002,Kafoo-foo
7402032003,Kontukowuna
7402032004,Bahutara
7402032005,Kilambibito
7402032006,Lembo
7402061,Kontunaga
7402061001,Liabalano
7402061002,Kontunaga
7402061003,Madodo
7402061004,Masalili
7402061005,Bungi
7402061010,Lapodidi
7402062,Watopute
7402062001,Labaha
7402062002,Wali
7402062003,Bangkali
7402062004,Bhangkali Barat
7402062005,Dana
7402062006,Lakapodo
7402062007,Wakadia
7402062008,Matarawa
7402070,Katobu
7402070018,Raha I
7402070019,Laende
7402070020,Foo Kuni
7402070021,Watonea
7402070022,Raha  Ii
7402070023,Butung-butung
7402070024,Wamponiki
7402070025,Raha Iii
7402071,Lohia
7402071001,Liangkobori
7402071002,Mabolu
7402071003,Kondongia
7402071004,Waara
7402071005,Mantobua
7402071006,Korihi
7402071007,Lakarinta
7402071008,Lohia
7402071009,Loghiya
7402072,Duruka
7402072001,Banggai
7402072002,Lasunapa
7402072003,Ghonsume
7402072004,Wapunto
7402072005,Ghone Bhalano
7402072006,Lagasa
7402072007,Palangga
7402073,Batalaiworu
7402073001,Wawesa
7402073002,Laiworu
7402073003,Wakorambu
7402073004,Sidodadi
7402080,Napabalano
7402080008,Lambiku
7402080009,Pentiro
7402080010,Napabalano
7402080011,Tampo
7402080012,Napalakura
7402080013,Langkumapo
7402081,Lasalepa
7402081001,Bangun Sari
7402081002,Lasalepa
7402081003,Parida
7402081004,Labunti
7402081005,Bonea
7402081006,Labone
7402081007,Kombungo
7402083,Towea
7402083001,Renda
7402083002,Bhontu-bhontu
7402083003,M O A S I
7402083004,Lakarama
7402083005,Wangkolabu
7402090,Wakorumba Selatan
7402090009,Wakorumba
